lineup_id,P,C1B,2B,3B,SS,OF1,OF2,OF3,UTIL
1671,p2,ut1,ut2,b3b,ss2,of3,of2,of1,of4
1672,p1,c2,ut2,b3a,ss1,of1,of2,of5,ut3
1673,p2,c1,ut2,b3a,ss2,of5,of2,of1,b3b
1674,p2,c1,b2a,b3a,ss2,of1,of2,of5,of4
1675,p2,ut1,ut2,b3b,ss1,of3,of2,of1,ut3
1676,p2,ut1,ut2,b3b,ut3,of3,of1,of4,ss2
1677,p1,c2,b2a,b3b,ut3,of2,of5,of4,c1
1678,p1,ut1,b2a,b3a,ss2,of2,of4,of5,of1
1679,p2,c2,b2a,b3b,ss2,of4,of1,of3,ut1
1680,p1,c1,ut2,b3b,ss2,of3,of4,of1,c2
1681,p2,c1,b2a,b3a,ss2,of5,of2,of3,b3b
1682,p2,c2,b2a,b3a,ut3,of1,of3,of5,ut1
1683,p1,c2,b2b,b3b,ss2,of3,of5,of4,ut3
1684,p1,c2,b2a,b3b,ss2,of4,of3,of2,ut3
1685,p2,c2,b2a,b3a,ss1,of2,of5,of3,b2b
1686,p2,c2,b2a,b3a,ss1,of4,of1,of3,ss2
1687,p1,c1,ut2,b3b,ss2,of2,of5,of1,c2
1688,p2,c2,b2a,b3a,ss2,of2,of3,of5,b2b
1689,p2,ut1,b2a,b3b,ss2,of5,of1,of3,ut3
1690,p1,ut1,ut2,b3b,ss1,of2,of5,of4,c1
1691,p2,ut1,b2a,b3b,ss2,of3,of4,of5,ss1
1692,p2,c2,b2a,b3a,ss1,of5,of3,of2,of1
1693,p2,ut1,b2b,b3b,ss2,of5,of1,of3,ut3
1694,p1,ut1,b2b,b3a,ss1,of3,of4,of5,ut3
1695,p2,c2,b2a,b3b,ss1,of3,of1,of5,of2
1696,p1,c1,ut2,b3b,ut3,of1,of5,of3,ut1
1697,p1,c1,ut2,b3b,ss2,of3,of2,of5,ss1
1698,p1,c1,b2b,b3a,ut3,of2,of3,of1,ut2
1699,p2,ut1,b2b,b3b,ss1,of1,of2,of3,c2
1700,p2,c2,ut2,b3a,ss2,of5,of2,of4,b3b
1701,p2,c2,b2a,b3a,ss1,of1,of3,of2,ut2
1702,p2,c2,ut2,b3a,ut3,of2,of5,of1,c1
1703,p1,ut1,b2b,b3a,ut3,of2,of3,of1,b2a
1704,p2,ut1,ut2,b3a,ss2,of3,of5,of1,of4
1705,p1,ut1,b2b,b3a,ss1,of1,of2,of3,c2
1706,p2,c1,b2b,b3b,ss1,of1,of4,of3,of5
1707,p1,c2,ut2,b3a,ss1,of2,of1,of4,b2b
1708,p1,c2,b2b,b3a,ut3,of1,of3,of5,ut1
1709,p1,c2,b2a,b3a,ut3,of3,of1,of2,ut1
1710,p2,c2,b2b,b3b,ut3,of5,of3,of4,ut1
1711,p2,ut1,b2a,b3b,ut3,of3,of2,of5,ss1
1712,p2,c2,b2b,b3b,ss2,of1,of4,of3,of5
1713,p2,c2,ut2,b3a,ut3,of2,of5,of3,c1
1714,p1,c2,ut2,b3b,ut3,of1,of4,of2,ut1
1715,p1,c1,ut2,b3b,ss1,of3,of5,of1,b2a
1716,p2,c1,b2b,b3b,ss2,of3,of1,of2,b3a
1717,p1,ut1,ut2,b3a,ss2,of1,of5,of4,c2
1718,p1,c2,ut2,b3a,ut3,of1,of4,of5,ss1
1719,p1,c1,ut2,b3b,ss1,of1,of4,of3,ut1
1720,p2,c2,ut2,b3b,ss1,of3,of4,of5,c1
1721,p1,c1,b2a,b3b,ss1,of5,of2,of4,ut2
1722,p1,c2,b2a,b3b,ut3,of1,of4,of2,c1
1723,p1,c2,b2a,b3b,ut3,of1,of4,of3,ut1
1724,p1,ut1,ut2,b3a,ss1,of1,of2,of4,ut3
1725,p2,c1,b2b,b3a,ss2,of2,of5,of3,ut1
1726,p1,c2,b2b,b3b,ss1,of2,of4,of1,ut3
1727,p2,ut1,b2b,b3b,ss2,of5,of2,of3,b3a
1728,p2,c1,b2b,b3b,ss2,of2,of4,of5,b2a
1729,p2,c1,ut2,b3b,ss1,of1,of3,of2,of5
1730,p2,ut1,b2b,b3b,ss2,of2,of1,of3,of5
1731,p2,c2,ut2,b3a,ss2,of2,of3,of4,c1
1732,p2,ut1,b2b,b3b,ss2,of1,of3,of2,ut3
1733,p1,ut1,b2a,b3b,ss2,of1,of5,of3,ut3
1734,p2,ut1,b2a,b3a,ss2,of5,of1,of3,ut3
1735,p2,c1,ut2,b3b,ss2,of4,of5,of3,ut1
1736,p2,c2,b2b,b3b,ss2,of1,of3,of2,ut3
1737,p1,ut1,b2b,b3a,ss1,of1,of4,of3,ut3
1738,p1,c2,ut2,b3a,ut3,of2,of1,of4,b2b
1739,p1,ut1,b2b,b3b,ut3,of2,of1,of4,of3
1740,p1,ut1,b2b,b3a,ut3,of1,of2,of3,c1
1741,p2,ut1,b2a,b3b,ss2,of2,of5,of3,ut2
1742,p2,ut1,b2b,b3b,ss1,of2,of5,of3,ut2
1743,p2,ut1,b2a,b3a,ss2,of2,of1,of3,ut2
1744,p1,c2,b2b,b3a,ss2,of2,of3,of5,of1
1745,p2,ut1,ut2,b3b,ss1,of3,of5,of4,b3a
1746,p1,ut1,b2b,b3a,ss2,of5,of2,of3,b2a
1747,p2,c2,ut2,b3b,ut3,of3,of4,of2,of5
1748,p1,c2,ut2,b3b,ss2,of2,of5,of3,ut1
1749,p1,c2,ut2,b3b,ss2,of4,of5,of3,ut1
1750,p1,c2,b2a,b3b,ut3,of4,of5,of2,ut2
1751,p1,ut1,b2a,b3a,ss1,of2,of1,of5,b2b
1752,p2,ut1,b2a,b3b,ut3,of2,of3,of1,ut2
1753,p2,c1,b2b,b3a,ss2,of2,of1,of4,of3
1754,p1,c2,b2a,b3a,ut3,of1,of4,of2,ut1
1755,p2,c1,ut2,b3b,ut3,of3,of2,of1,ss2
1756,p1,ut1,ut2,b3a,ss1,of3,of5,of4,c2
1757,p2,ut1,b2b,b3b,ss2,of2,of4,of5,b2a
1758,p1,c1,b2b,b3b,ss1,of2,of1,of4,of5
1759,p2,c2,b2b,b3b,ss1,of2,of5,of3,b2a
1760,p2,c2,b2b,b3a,ut3,of5,of2,of3,c1
1761,p2,ut1,b2b,b3b,ss2,of4,of1,of2,of3
1762,p1,ut1,b2b,b3a,ss1,of4,of3,of1,ss2
1763,p2,ut1,b2a,b3a,ut3,of2,of5,of1,c1
1764,p2,ut1,b2a,b3a,ss1,of1,of5,of2,ut3
1765,p1,c2,b2a,b3b,ut3,of2,of1,of3,ut2
1766,p2,c2,b2a,b3b,ss1,of2,of4,of3,ss2
1767,p1,c1,b2b,b3b,ss1,of3,of1,of4,of2
1768,p2,c1,b2b,b3a,ss1,of1,of4,of5,c2
1769,p2,c1,b2a,b3b,ss2,of2,of4,of1,b2b
1770,p2,c2,b2b,b3b,ut3,of4,of5,of1,ss2
1771,p2,c2,b2a,b3a,ss2,of3,of2,of4,ut2
1772,p1,ut1,b2b,b3a,ut3,of2,of1,of4,b2a
1773,p1,c2,ut2,b3b,ss1,of2,of3,of1,b3a
1774,p2,c2,b2b,b3b,ss2,of2,of4,of3,b3a
1775,p2,c2,b2a,b3b,ss1,of4,of3,of5,b2b
1776,p1,ut1,b2b,b3a,ss2,of5,of4,of3,ut2
1777,p2,c1,b2b,b3b,ut3,of1,of5,of3,ut2
1778,p2,c2,b2a,b3b,ut3,of1,of4,of2,ut1
1779,p2,c1,ut2,b3b,ss2,of2,of4,of1,c2
1780,p1,ut1,ut2,b3b,ss2,of2,of5,of3,ut3
1781,p1,c2,ut2,b3a,ss1,of3,of4,of1,c1
1782,p2,c2,b2a,b3b,ut3,of1,of5,of3,ut1
1783,p2,c1,ut2,b3b,ss2,of2,of5,of4,c2
1784,p2,ut1,b2a,b3b,ss2,of2,of1,of5,ut2
1785,p1,c2,b2b,b3b,ss2,of1,of2,of3,ut1
1786,p2,c2,ut2,b3b,ut3,of2,of3,of5,b3a
1787,p2,c1,b2b,b3b,ut3,of2,of1,of3,b3a
1788,p2,ut1,ut2,b3b,ss2,of3,of5,of1,ut3
1789,p1,ut1,b2b,b3a,ss2,of2,of3,of1,ut3
1790,p1,c2,b2a,b3a,ss2,of2,of1,of4,b2b
1791,p1,ut1,ut2,b3a,ss1,of5,of2,of3,b2b
1792,p1,ut1,b2b,b3b,ss2,of2,of3,of4,ut2
1793,p2,c1,b2b,b3b,ut3,of2,of1,of3,c2
1794,p2,c1,b2a,b3a,ss2,of4,of2,of5,c2
1795,p2,c1,b2a,b3b,ss2,of5,of1,of3,ut1
1796,p2,ut1,ut2,b3b,ss2,of4,of5,of3,ss1
1797,p1,ut1,b2b,b3b,ss1,of3,of2,of5,b3a
1798,p1,c2,b2a,b3a,ut3,of2,of1,of5,ut1
1799,p2,ut1,b2b,b3a,ut3,of2,of5,of3,ut2
1800,p2,c1,b2b,b3a,ss1,of5,of2,of4,of3
1801,p1,c2,ut2,b3b,ut3,of3,of5,of2,c1
1802,p2,c2,b2a,b3b,ss1,of2,of4,of5,b3a
1803,p1,ut1,b2b,b3a,ss2,of1,of3,of4,c2
1804,p2,ut1,b2b,b3a,ss1,of1,of4,of3,ss2
1805,p1,ut1,b2b,b3a,ss2,of5,of4,of1,ss1
1806,p1,c2,ut2,b3b,ss1,of3,of2,of5,c1
1807,p1,ut1,ut2,b3a,ss2,of1,of2,of4,c1
1808,p1,c1,b2b,b3a,ss2,of4,of2,of3,ss1
1809,p1,c2,ut2,b3a,ss1,of4,of2,of1,c1
1810,p1,ut1,b2b,b3a,ss1,of1,of2,of5,c1
1811,p1,ut1,ut2,b3b,ss2,of2,of1,of5,b3a
1812,p1,c2,ut2,b3a,ut3,of2,of5,of4,ss1
1813,p1,c2,b2a,b3b,ut3,of1,of4,of5,b2b
1814,p1,ut1,b2a,b3b,ut3,of2,of1,of3,of4
1815,p1,ut1,ut2,b3b,ut3,of2,of4,of1,b3a
1816,p1,ut1,ut2,b3a,ss1,of3,of2,of5,ss2
1817,p2,c2,ut2,b3a,ut3,of5,of2,of3,ss1
1818,p1,c1,b2b,b3a,ut3,of5,of1,of2,ut1
1819,p2,c1,b2b,b3a,ss1,of2,of3,of1,of5
1820,p2,ut1,ut2,b3a,ut3,of1,of2,of3,ss1
1821,p2,c1,b2a,b3b,ss2,of2,of4,of1,ut3
1822,p2,c1,b2b,b3b,ss2,of3,of1,of2,b2a
1823,p1,c2,b2a,b3a,ut3,of2,of1,of4,ut2
1824,p1,c2,ut2,b3a,ss2,of3,of1,of4,b2b
1825,p2,ut1,b2a,b3a,ss2,of5,of1,of4,b2b
1826,p1,c2,b2a,b3b,ss2,of1,of4,of3,c1
1827,p1,ut1,b2b,b3a,ss2,of5,of2,of3,of4
1828,p1,c1,b2a,b3b,ss2,of1,of5,of3,b3a
1829,p2,c2,ut2,b3b,ss1,of3,of4,of5,b3a
1830,p1,c2,ut2,b3a,ut3,of2,of5,of4,of3
1831,p1,c2,ut2,b3b,ss2,of2,of4,of3,ut3
1832,p2,c2,b2a,b3b,ut3,of2,of3,of5,b3a
1833,p1,ut1,b2b,b3b,ut3,of1,of2,of3,c1
1834,p1,c1,b2b,b3a,ss2,of1,of4,of2,ss1
1835,p2,c2,b2a,b3b,ss1,of2,of5,of3,c1
1836,p2,c2,b2a,b3b,ss1,of1,of4,of3,ut3
1837,p1,ut1,ut2,b3b,ut3,of3,of2,of1,of5
1838,p1,c1,ut2,b3a,ss2,of1,of2,of5,ut3
1839,p1,c2,b2a,b3b,ss2,of3,of1,of4,ut2
1840,p1,c2,ut2,b3a,ss2,of2,of5,of4,ut3
1841,p2,c1,ut2,b3a,ss1,of3,of2,of4,b3b
1842,p1,c2,ut2,b3b,ss2,of2,of4,of5,ut3
1843,p1,c2,b2b,b3b,ut3,of2,of4,of1,b3a
1844,p1,c1,ut2,b3b,ut3,of2,of5,of1,b2a
1845,p2,ut1,b2b,b3a,ut3,of2,of1,of3,ut2
1846,p1,c1,ut2,b3b,ss2,of2,of4,of1,b2b
1847,p1,c1,ut2,b3b,ss2,of4,of3,of2,ut3
1848,p1,c2,b2a,b3a,ss2,of2,of1,of3,ut1
1849,p2,ut1,b2b,b3a,ss1,of1,of3,of4,ut3
1850,p2,c2,b2a,b3b,ss1,of2,of3,of4,c1
1851,p2,c2,b2a,b3b,ut3,of1,of4,of2,b3a
1852,p1,c2,ut2,b3b,ss2,of3,of5,of2,c1
1853,p1,ut1,b2a,b3b,ut3,of2,of1,of5,b2b
1854,p2,c1,b2b,b3a,ss2,of2,of1,of5,b3b
1855,p2,c2,b2a,b3a,ss2,of4,of5,of1,ut3
1856,p1,ut1,ut2,b3b,ss2,of3,of5,of4,c1
1857,p1,ut1,b2a,b3b,ss1,of1,of2,of3,b2b
1858,p1,c2,b2b,b3b,ss1,of1,of4,of3,ut1
1859,p2,c1,b2b,b3b,ss1,of1,of2,of3,ut3
1860,p1,ut1,b2a,b3b,ut3,of2,of4,of1,b3a
1861,p2,c2,ut2,b3b,ss2,of1,of3,of2,of4
1862,p1,c2,b2a,b3a,ss2,of4,of3,of2,ss1
1863,p2,c1,b2b,b3a,ss2,of4,of1,of5,ut3
1864,p2,c1,b2b,b3b,ut3,of2,of3,of5,ss1
1865,p2,ut1,ut2,b3a,ss1,of1,of4,of5,ss2
1866,p2,ut1,b2b,b3a,ut3,of1,of2,of4,of3
1867,p2,c2,b2a,b3b,ss1,of3,of1,of4,b2b
1868,p1,c2,b2a,b3b,ss2,of4,of3,of2,ss1
1869,p1,c2,b2b,b3a,ss2,of3,of5,of1,ut3
1870,p1,c2,ut2,b3a,ss2,of1,of2,of3,b3b
1871,p2,ut1,b2b,b3b,ut3,of1,of3,of5,c2
1872,p2,c1,b2b,b3b,ut3,of5,of2,of4,ut1
1873,p2,c1,ut2,b3b,ss2,of4,of5,of2,ut1
1874,p2,c2,b2a,b3b,ut3,of3,of4,of1,ss2
1875,p1,c1,b2b,b3a,ss1,of3,of1,of4,of2
1876,p2,ut1,ut2,b3a,ss2,of4,of1,of5,c2
1877,p1,c2,ut2,b3b,ss1,of3,of4,of1,ss2
1878,p1,c2,b2a,b3a,ut3,of2,of5,of3,ss1
1879,p1,c2,b2b,b3a,ss1,of4,of2,of5,b3b
1880,p2,ut1,b2a,b3a,ss2,of4,of5,of2,ut2
1881,p2,c2,b2b,b3a,ss1,of2,of4,of1,ut3
1882,p2,ut1,b2b,b3a,ss2,of2,of3,of5,ss1
1883,p1,c1,b2b,b3a,ut3,of1,of3,of5,ut1
1884,p1,c1,ut2,b3a,ss1,of2,of3,of4,of1
1885,p2,c2,b2b,b3b,ss2,of2,of4,of3,b2a
1886,p1,ut1,ut2,b3a,ss2,of2,of1,of3,ut3
1887,p2,ut1,ut2,b3a,ss2,of4,of5,of2,ut3
1888,p2,ut1,b2a,b3a,ss1,of2,of4,of3,ut2
1889,p2,c2,ut2,b3b,ss2,of4,of5,of1,b2b
1890,p1,c2,b2a,b3b,ss2,of4,of3,of1,ss1
1891,p2,ut1,b2a,b3a,ss2,of1,of5,of4,ut2
1892,p1,ut1,b2b,b3b,ss2,of3,of4,of1,c2
1893,p2,c1,ut2,b3b,ss2,of2,of1,of4,of5
1894,p2,c2,b2a,b3b,ss1,of1,of3,of4,b3a
1895,p2,ut1,b2a,b3b,ut3,of2,of3,of1,b2b
1896,p2,c1,b2b,b3a,ss2,of3,of1,of5,c2
1897,p2,c2,b2a,b3b,ss1,of5,of4,of1,of2
1898,p1,c2,ut2,b3b,ss2,of3,of5,of4,ut3
1899,p2,c2,ut2,b3a,ss2,of1,of5,of3,ut3
1900,p1,c1,b2a,b3b,ss1,of1,of3,of2,ut1
1901,p2,ut1,ut2,b3a,ut3,of2,of5,of1,b3b
1902,p1,c2,b2a,b3b,ss1,of3,of1,of4,b2b
1903,p1,c1,ut2,b3a,ut3,of2,of5,of3,of1
1904,p2,ut1,ut2,b3a,ss1,of2,of3,of1,of5
1905,p2,ut1,b2a,b3b,ut3,of2,of4,of5,c2
1906,p2,c2,b2b,b3b,ut3,of2,of5,of1,c1
1907,p2,c2,b2b,b3b,ss1,of1,of5,of3,ut2
1908,p2,c1,b2b,b3b,ut3,of1,of5,of4,ut2
1909,p2,c1,b2b,b3b,ss2,of4,of1,of3,ut2
1910,p1,c2,b2a,b3a,ss2,of4,of5,of1,ut2
1911,p1,ut1,b2b,b3b,ss1,of2,of5,of3,ut2
1912,p2,ut1,ut2,b3a,ss2,of1,of4,of2,of5
1913,p1,c2,ut2,b3b,ut3,of3,of4,of2,of5
1914,p1,c2,ut2,b3a,ss1,of2,of1,of4,b2a
1915,p1,ut1,b2b,b3a,ss1,of1,of5,of3,c2
1916,p2,c2,b2a,b3b,ss2,of1,of4,of5,b3a
1917,p2,c2,ut2,b3b,ut3,of4,of5,of2,c1
1918,p2,c1,ut2,b3a,ut3,of1,of2,of5,ss1
1919,p1,ut1,b2a,b3b,ss1,of2,of5,of3,ut3
1920,p1,ut1,b2a,b3a,ut3,of2,of3,of1,ss2
1921,p2,ut1,ut2,b3b,ss2,of3,of2,of5,of4
1922,p2,ut1,b2a,b3b,ss2,of3,of2,of4,b2b
1923,p2,ut1,ut2,b3b,ss2,of3,of5,of4,ut3
1924,p1,ut1,b2b,b3b,ut3,of1,of4,of5,b3a
1925,p2,c2,ut2,b3b,ut3,of2,of5,of1,ss1
1926,p2,c2,ut2,b3a,ss1,of1,of2,of4,b2a
1927,p2,c1,b2b,b3a,ss2,of1,of5,of3,ut3
1928,p1,c1,b2b,b3a,ut3,of4,of1,of5,ut1
1929,p2,c1,ut2,b3a,ss2,of1,of5,of3,b3b
1930,p2,c1,b2b,b3a,ut3,of2,of4,of1,b3b
1931,p2,ut1,b2a,b3b,ss1,of1,of2,of4,ut3
1932,p2,ut1,b2b,b3b,ss2,of2,of4,of3,b3a
1933,p2,c2,b2a,b3a,ss1,of3,of4,of5,ss2
1934,p2,c2,b2a,b3a,ss1,of5,of2,of3,c1
1935,p2,c1,b2a,b3b,ss1,of1,of2,of3,ut2
1936,p2,c1,b2b,b3b,ss1,of3,of2,of4,ut3
1937,p1,ut1,b2a,b3b,ss2,of2,of1,of4,ut2
1938,p1,ut1,ut2,b3b,ss2,of2,of5,of4,ut3
1939,p2,c2,b2b,b3b,ut3,of2,of3,of5,b3a
1940,p2,c2,ut2,b3b,ss2,of1,of4,of5,b3a
1941,p1,c2,ut2,b3a,ss1,of5,of1,of2,b2a
1942,p2,c2,b2b,b3a,ut3,of2,of5,of3,ss2
1943,p1,c2,b2b,b3b,ss2,of2,of5,of4,ut3
1944,p1,ut1,b2a,b3b,ss2,of1,of3,of5,b2b
1945,p1,c2,ut2,b3b,ss2,of1,of4,of2,ut3
1946,p2,c2,ut2,b3b,ss2,of4,of5,of3,ut1
1947,p2,c2,b2a,b3b,ss1,of1,of4,of5,ut3
1948,p1,ut1,b2a,b3a,ss2,of5,of1,of4,b2b
1949,p1,c2,b2a,b3a,ss2,of4,of1,of2,ut1
1950,p2,c1,b2b,b3b,ss2,of2,of1,of3,ut3
1951,p1,ut1,b2a,b3a,ss1,of2,of5,of3,of1
1952,p2,c1,ut2,b3b,ss2,of5,of1,of4,b2a
1953,p1,ut1,b2b,b3b,ut3,of5,of1,of4,of3
1954,p2,c2,b2a,b3a,ss2,of5,of1,of2,ut2
1955,p2,c2,b2a,b3b,ss2,of5,of4,of2,b2b
1956,p1,c2,ut2,b3b,ss1,of5,of1,of4,b3a
1957,p2,c2,ut2,b3b,ss1,of3,of1,of5,of2
1958,p2,c1,b2a,b3b,ss1,of2,of4,of5,ss2
1959,p2,c1,ut2,b3b,ss1,of2,of3,of4,ut1
1960,p1,c1,b2b,b3b,ss2,of2,of4,of5,ut1
1961,p2,c2,b2a,b3b,ut3,of2,of4,of5,b3a
1962,p2,c2,ut2,b3b,ss2,of1,of2,of4,of5
1963,p2,c1,b2a,b3b,ut3,of5,of2,of4,ut2
1964,p2,ut1,b2b,b3b,ut3,of1,of3,of4,c1
1965,p1,c2,b2b,b3a,ss2,of2,of3,of4,ss1
1966,p1,ut1,ut2,b3a,ss2,of1,of5,of3,ss1
1967,p1,ut1,ut2,b3a,ut3,of2,of5,of3,ss1
1968,p1,c1,b2b,b3b,ss1,of3,of4,of2,of5
1969,p2,ut1,b2b,b3b,ut3,of3,of2,of5,ss2
1970,p1,c1,b2b,b3a,ss2,of2,of5,of1,c2
1971,p1,c1,ut2,b3a,ss1,of1,of2,of4,b3b
1972,p2,c2,b2a,b3b,ut3,of5,of3,of2,ut1
1973,p2,c1,ut2,b3a,ss1,of1,of3,of2,of4
1974,p1,c1,b2b,b3b,ut3,of5,of2,of4,of3
1975,p2,c2,b2b,b3a,ss2,of1,of5,of3,ut2
1976,p1,c1,b2b,b3a,ss2,of1,of5,of4,ut2
1977,p1,ut1,b2b,b3b,ut3,of3,of1,of4,b2a
1978,p1,c2,ut2,b3b,ut3,of1,of5,of4,b3a
1979,p1,c2,ut2,b3a,ss1,of5,of4,of2,b2b
1980,p2,c2,b2b,b3b,ss1,of4,of5,of2,b2a
1981,p1,c1,ut2,b3b,ss1,of3,of5,of4,c2
1982,p2,c2,ut2,b3b,ss2,of1,of4,of5,c1
1983,p2,ut1,ut2,b3a,ss1,of4,of3,of5,b2b
1984,p1,c2,b2b,b3a,ss1,of1,of5,of4,ss2
1985,p2,ut1,b2b,b3b,ss1,of4,of3,of5,b3a
1986,p1,ut1,ut2,b3a,ss1,of1,of2,of3,b2b
1987,p2,ut1,ut2,b3a,ut3,of1,of4,of3,ss2
1988,p2,ut1,ut2,b3b,ss2,of4,of2,of5,b3a
1989,p1,ut1,b2a,b3a,ss2,of4,of3,of2,ut2
1990,p2,c2,ut2,b3a,ss1,of1,of3,of2,ut1
1991,p2,ut1,b2a,b3a,ss2,of3,of5,of2,ut2
1992,p2,c1,b2b,b3b,ss2,of3,of4,of5,b2a
1993,p2,ut1,ut2,b3a,ss1,of1,of2,of4,of5
1994,p2,ut1,ut2,b3b,ss2,of4,of1,of5,b3a
1995,p1,c2,b2b,b3a,ss1,of4,of3,of1,ss2
1996,p1,ut1,b2b,b3a,ss1,of1,of4,of3,ut2
1997,p2,c2,b2a,b3b,ss1,of5,of3,of4,c1
1998,p2,ut1,ut2,b3a,ss1,of1,of3,of4,of5
1999,p1,ut1,ut2,b3a,ss2,of1,of3,of2,c1
